"user_id","feature_enabled","experiment_selected_date","event_date","games_played","revenue"
1786,1,2018-01-17,2018-01-19,8,0
1786,1,2018-01-17,2018-01-20,14,0
1786,1,2018-01-17,2018-01-21,24,0
1786,1,2018-01-17,2018-01-22,5,0
1786,1,2018-01-17,2018-01-23,0,0
1786,1,2018-01-17,2018-01-24,5,0
1796,0,2018-01-17,2018-01-15,8,0
1796,0,2018-01-17,2018-01-16,9,0
1796,0,2018-01-17,2018-01-17,13,0
1796,0,2018-01-17,2018-01-18,10,0
1796,0,2018-01-17,2018-01-19,5,0
1796,0,2018-01-17,2018-01-20,6,0
1796,0,2018-01-17,2018-01-21,5,0
1796,0,2018-01-17,2018-01-22,10,0
1796,0,2018-01-17,2018-01-23,9,0
1796,0,2018-01-17,2018-01-24,11,0
1806,1,2018-01-17,2018-01-15,8,0
1806,1,2018-01-17,2018-01-16,1,0
1806,1,2018-01-17,2018-01-17,6,0
1806,1,2018-01-17,2018-01-18,8,0
1806,1,2018-01-17,2018-01-19,4,0
1806,1,2018-01-17,2018-01-20,5,0
1806,1,2018-01-17,2018-01-24,7,0
1813,0,2018-01-17,2018-01-16,6,0
1813,0,2018-01-17,2018-01-17,5,0
1813,0,2018-01-17,2018-01-18,16,0
1813,0,2018-01-17,2018-01-19,20,0
1813,0,2018-01-17,2018-01-20,15,0
1813,0,2018-01-17,2018-01-21,11,0
1813,0,2018-01-17,2018-01-22,8,0
1813,0,2018-01-17,2018-01-24,0,0
1821,1,2018-01-17,2018-01-15,6,0
1821,1,2018-01-17,2018-01-16,5,0
1821,1,2018-01-17,2018-01-17,9,0
1821,1,2018-01-17,2018-01-18,8,0
1821,1,2018-01-17,2018-01-19,19,0
1821,1,2018-01-17,2018-01-20,12,0
1821,1,2018-01-17,2018-01-21,10,0
1821,1,2018-01-17,2018-01-22,3,0
1821,1,2018-01-17,2018-01-23,0,0
1821,1,2018-01-17,2018-01-24,0,0
1831,0,2018-01-17,2018-01-15,5,0
1831,0,2018-01-17,2018-01-16,11,0
1831,0,2018-01-17,2018-01-17,5,0
1831,0,2018-01-17,2018-01-19,6,0
1831,0,2018-01-17,2018-01-20,5,0
1831,0,2018-01-17,2018-01-21,10,0
1831,0,2018-01-17,2018-01-22,10,0
1831,0,2018-01-17,2018-01-24,5,0
1839,1,2018-01-17,2018-01-16,5,0
1839,1,2018-01-17,2018-01-17,5,0
1839,1,2018-01-17,2018-01-19,7,1.99
1839,1,2018-01-17,2018-01-20,5,0
1839,1,2018-01-17,2018-01-21,10,1.99
1839,1,2018-01-17,2018-01-22,10,0
1839,1,2018-01-17,2018-01-24,5,0
1846,1,2018-01-17,2018-01-15,33,0
1846,1,2018-01-17,2018-01-16,14,0
1846,1,2018-01-17,2018-01-17,18,0
1846,1,2018-01-17,2018-01-18,13,0
1846,1,2018-01-17,2018-01-19,8,0
1846,1,2018-01-17,2018-01-20,3,0
1846,1,2018-01-17,2018-01-22,15,0
1846,1,2018-01-17,2018-01-23,0,0
1846,1,2018-01-17,2018-01-24,0,0
1855,0,2018-01-17,2018-01-15,10,0
1855,0,2018-01-17,2018-01-16,8,0
1855,0,2018-01-17,2018-01-17,8,0
1855,0,2018-01-17,2018-01-18,5,0
1855,0,2018-01-17,2018-01-19,5,0
1855,0,2018-01-17,2018-01-20,8,0
1855,0,2018-01-17,2018-01-21,8,0
1855,0,2018-01-17,2018-01-22,8,0
1855,0,2018-01-17,2018-01-23,5,0
1855,0,2018-01-17,2018-01-24,10,0
1865,0,2018-01-21,2018-01-21,4,0
1866,1,2018-01-18,2018-01-18,18,0
1867,1,2018-01-17,2018-01-15,6,0
1867,1,2018-01-17,2018-01-16,6,0
1867,1,2018-01-17,2018-01-17,7,0
1867,1,2018-01-17,2018-01-18,4,0
1867,1,2018-01-17,2018-01-19,7,0
1867,1,2018-01-17,2018-01-20,14,0
1867,1,2018-01-17,2018-01-23,5,0
1867,1,2018-01-17,2018-01-24,6,0
1875,1,2018-01-19,2018-01-19,14,0
1875,1,2018-01-19,2018-01-20,28,0
1877,0,2018-01-17,2018-01-15,8,0
1877,0,2018-01-17,2018-01-16,11,0
1877,0,2018-01-17,2018-01-17,6,0
1877,0,2018-01-17,2018-01-18,19,0
1877,0,2018-01-17,2018-01-19,3,0
1877,0,2018-01-17,2018-01-20,11,0
1877,0,2018-01-17,2018-01-21,2,0
1877,0,2018-01-17,2018-01-22,6,0
1877,0,2018-01-17,2018-01-23,1,0
1886,0,2018-01-18,2018-01-18,2,0
1886,0,2018-01-18,2018-01-19,1,0
1886,0,2018-01-18,2018-01-23,1,0
1886,0,2018-01-18,2018-01-24,1,0
1890,0,2018-01-21,2018-01-21,5,0
1890,0,2018-01-21,2018-01-22,30,0
1890,0,2018-01-21,2018-01-23,0,0
1893,1,2018-01-19,2018-01-17,6,0
1893,1,2018-01-19,2018-01-19,6,0
1893,1,2018-01-19,2018-01-20,3,0
1893,1,2018-01-19,2018-01-21,10,0
1893,1,2018-01-19,2018-01-22,5,0
1898,1,2018-01-17,2018-01-15,7,0
1898,1,2018-01-17,2018-01-16,8,0
1898,1,2018-01-17,2018-01-17,8,0
1898,1,2018-01-17,2018-01-18,12,0
1898,1,2018-01-17,2018-01-19,16,0
1898,1,2018-01-17,2018-01-20,11,0
1898,1,2018-01-17,2018-01-21,20,0
1898,1,2018-01-17,2018-01-22,6,0
1898,1,2018-01-17,2018-01-23,16,0
1907,0,2018-01-17,2018-01-15,6,0
1907,0,2018-01-17,2018-01-16,12,0
1907,0,2018-01-17,2018-01-17,18,0
1907,0,2018-01-17,2018-01-18,10,0
1907,0,2018-01-17,2018-01-19,5,0
1907,0,2018-01-17,2018-01-20,13,0
1907,0,2018-01-17,2018-01-21,12,0
1907,0,2018-01-17,2018-01-22,1,0
1907,0,2018-01-17,2018-01-23,8,0
1907,0,2018-01-17,2018-01-24,6,0
1917,0,2018-01-17,2018-01-17,0,0
1917,0,2018-01-17,2018-01-19,19,0
1919,1,2018-01-18,2018-01-17,2,0
1919,1,2018-01-18,2018-01-18,5,0
1919,1,2018-01-18,2018-01-20,5,0
1919,1,2018-01-18,2018-01-22,5,0
1923,0,2018-01-18,2018-01-16,10,0
1923,0,2018-01-18,2018-01-18,10,0
1923,0,2018-01-18,2018-01-19,8,0
1923,0,2018-01-18,2018-01-20,15,0
1923,0,2018-01-18,2018-01-21,29,0
1923,0,2018-01-18,2018-01-22,13,0
1923,0,2018-01-18,2018-01-23,11,0
1923,0,2018-01-18,2018-01-24,1,0
1931,0,2018-01-18,2018-01-18,41,0
1931,0,2018-01-18,2018-01-19,20,0
1933,1,2018-01-23,2018-01-21,5,0
1933,1,2018-01-23,2018-01-22,1,0
1933,1,2018-01-23,2018-01-23,1,0
1936,0,2018-01-23,2018-01-23,1,0
1937,0,2018-01-17,2018-01-15,0,0
1937,0,2018-01-17,2018-01-16,20,0
1937,0,2018-01-17,2018-01-17,13,0
1937,0,2018-01-17,2018-01-18,21,0
1937,0,2018-01-17,2018-01-19,6,0
1937,0,2018-01-17,2018-01-20,15,0
1937,0,2018-01-17,2018-01-21,5,0
1937,0,2018-01-17,2018-01-22,24,0
1937,0,2018-01-17,2018-01-23,9,0
1937,0,2018-01-17,2018-01-24,9,0
1947,1,2018-01-17,2018-01-15,26,0
1947,1,2018-01-17,2018-01-16,30,0
1947,1,2018-01-17,2018-01-17,29,0
1947,1,2018-01-17,2018-01-18,12,0
1947,1,2018-01-17,2018-01-19,35,0
1947,1,2018-01-17,2018-01-20,5,0
1947,1,2018-01-17,2018-01-21,30,0
1947,1,2018-01-17,2018-01-22,9,0
1947,1,2018-01-17,2018-01-23,4,0
1947,1,2018-01-17,2018-01-24,1,0
1957,0,2018-01-18,2018-01-16,31,0
1957,0,2018-01-18,2018-01-17,19,0
1957,0,2018-01-18,2018-01-18,15,0
1957,0,2018-01-18,2018-01-19,25,0
1957,0,2018-01-18,2018-01-20,25,0
1957,0,2018-01-18,2018-01-21,13,0
1957,0,2018-01-18,2018-01-22,20,0
1957,0,2018-01-18,2018-01-23,5,0
1957,0,2018-01-18,2018-01-24,12,0
1966,0,2018-01-24,2018-01-24,50,0
1967,0,2018-01-20,2018-01-18,6,0
1967,0,2018-01-20,2018-01-20,0,0
1969,1,2018-01-17,2018-01-16,0,0
1969,1,2018-01-17,2018-01-17,8,0
1969,1,2018-01-17,2018-01-19,16,0
1969,1,2018-01-17,2018-01-20,7,0
1969,1,2018-01-17,2018-01-21,15,0
1969,1,2018-01-17,2018-01-23,8,0
1969,1,2018-01-17,2018-01-24,12,0
1976,1,2018-01-17,2018-01-16,3,0
1976,1,2018-01-17,2018-01-17,2,0
1976,1,2018-01-17,2018-01-20,18,0
1976,1,2018-01-17,2018-01-21,12,0
1976,1,2018-01-17,2018-01-22,7,0
1976,1,2018-01-17,2018-01-23,2,0
1976,1,2018-01-17,2018-01-24,6,0
1983,0,2018-01-17,2018-01-15,45,0
1983,0,2018-01-17,2018-01-16,11,0
1983,0,2018-01-17,2018-01-17,15,0
1983,0,2018-01-17,2018-01-18,45,0
1983,0,2018-01-17,2018-01-19,34,0
1983,0,2018-01-17,2018-01-20,9,0
1983,0,2018-01-17,2018-01-21,22,0
1983,0,2018-01-17,2018-01-22,3,0
1983,0,2018-01-17,2018-01-24,6,0
1992,1,2018-01-22,2018-01-22,31,0
1992,1,2018-01-22,2018-01-23,2,0
1992,1,2018-01-22,2018-01-24,8,0
1995,0,2018-01-20,2018-01-18,21,0
1995,0,2018-01-20,2018-01-19,5,0
1995,0,2018-01-20,2018-01-20,5,0
1995,0,2018-01-20,2018-01-21,10,0
1995,0,2018-01-20,2018-01-22,15,0
1995,0,2018-01-20,2018-01-23,0,0
1995,0,2018-01-20,2018-01-24,0,0
2002,0,2018-01-20,2018-01-20,0,0
2003,1,2018-01-17,2018-01-15,6,0
2003,1,2018-01-17,2018-01-16,1,0
2003,1,2018-01-17,2018-01-17,24,0
2003,1,2018-01-17,2018-01-18,20,0
2003,1,2018-01-17,2018-01-22,20,0
2003,1,2018-01-17,2018-01-24,5,0
2009,1,2018-01-19,2018-01-19,1,0
2009,1,2018-01-19,2018-01-22,10,0
2009,1,2018-01-19,2018-01-23,5,0
2009,1,2018-01-19,2018-01-24,8,0
2013,1,2018-01-18,2018-01-18,6,0
2013,1,2018-01-18,2018-01-19,4,0
2013,1,2018-01-18,2018-01-20,15,0
2013,1,2018-01-18,2018-01-21,1,0
2013,1,2018-01-18,2018-01-22,3,0
2013,1,2018-01-18,2018-01-23,4,0
2013,1,2018-01-18,2018-01-24,14,0
2020,0,2018-01-18,2018-01-16,18,0
2020,0,2018-01-18,2018-01-17,13,0
2020,0,2018-01-18,2018-01-18,15,0
2020,0,2018-01-18,2018-01-19,13,0
2020,0,2018-01-18,2018-01-20,16,0
2020,0,2018-01-18,2018-01-21,14,0
2020,0,2018-01-18,2018-01-22,5,0
2020,0,2018-01-18,2018-01-23,0,1.99
2020,0,2018-01-18,2018-01-24,0,0
2029,1,2018-01-20,2018-01-20,32,0
2030,1,2018-01-17,2018-01-17,29,0
2030,1,2018-01-17,2018-01-18,24,0
2030,1,2018-01-17,2018-01-19,16,0
2030,1,2018-01-17,2018-01-20,18,0
2030,1,2018-01-17,2018-01-21,28,0
2030,1,2018-01-17,2018-01-22,17,0
2030,1,2018-01-17,2018-01-23,21,0
2030,1,2018-01-17,2018-01-24,16,0
2038,1,2018-01-17,2018-01-15,7,0
2038,1,2018-01-17,2018-01-16,3,0
2038,1,2018-01-17,2018-01-17,0,0
2038,1,2018-01-17,2018-01-19,7,0
2038,1,2018-01-17,2018-01-20,6,0
2038,1,2018-01-17,2018-01-22,6,0
2044,1,2018-01-17,2018-01-15,5,0
2044,1,2018-01-17,2018-01-16,21,0
2044,1,2018-01-17,2018-01-17,5,0
2044,1,2018-01-17,2018-01-18,4,0
2044,1,2018-01-17,2018-01-20,6,0
2044,1,2018-01-17,2018-01-21,7,0
2044,1,2018-01-17,2018-01-22,7,0
2044,1,2018-01-17,2018-01-23,6,0
2044,1,2018-01-17,2018-01-24,11,0
2053,1,2018-01-17,2018-01-15,6,0
2053,1,2018-01-17,2018-01-16,12,0
2053,1,2018-01-17,2018-01-17,7,0
2053,1,2018-01-17,2018-01-18,13,0
2053,1,2018-01-17,2018-01-19,17,0
2053,1,2018-01-17,2018-01-20,21,0
2053,1,2018-01-17,2018-01-21,23,0
2053,1,2018-01-17,2018-01-22,6,0
2053,1,2018-01-17,2018-01-23,14,0
2053,1,2018-01-17,2018-01-24,2,0
2063,1,2018-01-17,2018-01-17,5,0
2063,1,2018-01-17,2018-01-18,11,0
2063,1,2018-01-17,2018-01-19,11,0
2063,1,2018-01-17,2018-01-20,16,0
2063,1,2018-01-17,2018-01-21,8,0
2063,1,2018-01-17,2018-01-22,5,0
2063,1,2018-01-17,2018-01-23,0,0
2063,1,2018-01-17,2018-01-24,0,0
2071,0,2018-01-20,2018-01-20,3,0
2071,0,2018-01-20,2018-01-21,10,0
2071,0,2018-01-20,2018-01-23,4,0
2071,0,2018-01-20,2018-01-24,4,0
2075,1,2018-01-17,2018-01-15,23,0
2075,1,2018-01-17,2018-01-16,22,0
2075,1,2018-01-17,2018-01-17,21,0
2075,1,2018-01-17,2018-01-18,28,0
2075,1,2018-01-17,2018-01-19,16,0
2075,1,2018-01-17,2018-01-20,33,0
2075,1,2018-01-17,2018-01-21,21,0
2075,1,2018-01-17,2018-01-22,0,0
2075,1,2018-01-17,2018-01-23,0,0
2075,1,2018-01-17,2018-01-24,1,0
2085,1,2018-01-20,2018-01-20,28,0
2086,1,2018-01-17,2018-01-15,7,0
2086,1,2018-01-17,2018-01-16,11,0
2086,1,2018-01-17,2018-01-17,14,0
2086,1,2018-01-17,2018-01-18,12,0
2086,1,2018-01-17,2018-01-19,8,0
2086,1,2018-01-17,2018-01-20,10,0
2086,1,2018-01-17,2018-01-21,6,0
2086,1,2018-01-17,2018-01-22,14,0
2086,1,2018-01-17,2018-01-23,6,0
2086,1,2018-01-17,2018-01-24,8,0
2096,0,2018-01-23,2018-01-23,4,0
2097,1,2018-01-17,2018-01-15,10,0
2097,1,2018-01-17,2018-01-16,15,0
2097,1,2018-01-17,2018-01-17,13,0
2097,1,2018-01-17,2018-01-18,17,0
2097,1,2018-01-17,2018-01-19,8,0
2097,1,2018-01-17,2018-01-20,5,0
2097,1,2018-01-17,2018-01-21,17,0
2097,1,2018-01-17,2018-01-22,6,0
2097,1,2018-01-17,2018-01-23,5,0
2097,1,2018-01-17,2018-01-24,0,0
2107,1,2018-01-19,2018-01-19,13,0
2107,1,2018-01-19,2018-01-20,5,0
2107,1,2018-01-19,2018-01-21,13,0
2107,1,2018-01-19,2018-01-22,7,0
2107,1,2018-01-19,2018-01-23,2,0
2107,1,2018-01-19,2018-01-24,0,0
2113,1,2018-01-17,2018-01-17,48,0
2113,1,2018-01-17,2018-01-18,38,0
2113,1,2018-01-17,2018-01-19,15,0
2113,1,2018-01-17,2018-01-20,6,0
2113,1,2018-01-17,2018-01-21,11,0
2113,1,2018-01-17,2018-01-22,12,0
2113,1,2018-01-17,2018-01-23,25,0
2113,1,2018-01-17,2018-01-24,20,0
2121,1,2018-01-18,2018-01-16,9,0
2121,1,2018-01-18,2018-01-18,12,0
2121,1,2018-01-18,2018-01-19,15,0
2121,1,2018-01-18,2018-01-20,8,0
2121,1,2018-01-18,2018-01-21,10,0
2121,1,2018-01-18,2018-01-22,3,0
2121,1,2018-01-18,2018-01-23,1,0
2121,1,2018-01-18,2018-01-24,7,0
2129,0,2018-01-17,2018-01-15,8,0
2129,0,2018-01-17,2018-01-16,26,0
2129,0,2018-01-17,2018-01-17,28,0
2129,0,2018-01-17,2018-01-18,7,0
2129,0,2018-01-17,2018-01-19,25,0
2129,0,2018-01-17,2018-01-20,11,0
2129,0,2018-01-17,2018-01-21,16,0
2129,0,2018-01-17,2018-01-22,1,0
2129,0,2018-01-17,2018-01-23,17,0
2129,0,2018-01-17,2018-01-24,18,0
2139,1,2018-01-17,2018-01-15,7,0
2139,1,2018-01-17,2018-01-16,15,0
2139,1,2018-01-17,2018-01-17,12,0
2139,1,2018-01-17,2018-01-18,5,0
2139,1,2018-01-17,2018-01-19,6,0
2139,1,2018-01-17,2018-01-20,9,0
2139,1,2018-01-17,2018-01-21,13,0
2139,1,2018-01-17,2018-01-22,10,0
2139,1,2018-01-17,2018-01-23,8,0
2139,1,2018-01-17,2018-01-24,16,0
2149,0,2018-01-20,2018-01-20,9,0
2149,0,2018-01-20,2018-01-21,8,0
2149,0,2018-01-20,2018-01-22,5,0
2149,0,2018-01-20,2018-01-23,7,0
2153,1,2018-01-17,2018-01-15,40,0
2153,1,2018-01-17,2018-01-16,20,0
2153,1,2018-01-17,2018-01-17,27,0
2153,1,2018-01-17,2018-01-18,37,0
2153,1,2018-01-17,2018-01-19,52,0
2153,1,2018-01-17,2018-01-20,35,0
2153,1,2018-01-17,2018-01-21,46,0
2153,1,2018-01-17,2018-01-22,11,0
2153,1,2018-01-17,2018-01-23,33,0
2153,1,2018-01-17,2018-01-24,87,0
2163,1,2018-01-18,2018-01-18,8,0
2163,1,2018-01-18,2018-01-19,4,0
2163,1,2018-01-18,2018-01-20,8,0
2163,1,2018-01-18,2018-01-21,6,0
2163,1,2018-01-18,2018-01-22,6,0
2168,1,2018-01-22,2018-01-22,4,0
2169,0,2018-01-21,2018-01-19,6,0
2169,0,2018-01-21,2018-01-21,11,0
2171,1,2018-01-17,2018-01-15,6,0
2171,1,2018-01-17,2018-01-16,0,0
2171,1,2018-01-17,2018-01-17,0,0
2171,1,2018-01-17,2018-01-18,16,0
2171,1,2018-01-17,2018-01-19,12,0
2171,1,2018-01-17,2018-01-22,17,0
2171,1,2018-01-17,2018-01-23,13,0
2171,1,2018-01-17,2018-01-24,9,0
2179,1,2018-01-17,2018-01-16,11,0
2179,1,2018-01-17,2018-01-17,8,0
2179,1,2018-01-17,2018-01-21,14,0
2179,1,2018-01-17,2018-01-22,2,0
2179,1,2018-01-17,2018-01-23,10,0
2179,1,2018-01-17,2018-01-24,10,0
2185,1,2018-01-17,2018-01-15,13,0
2185,1,2018-01-17,2018-01-16,11,0
2185,1,2018-01-17,2018-01-17,18,0
2185,1,2018-01-17,2018-01-18,6,0
2185,1,2018-01-17,2018-01-19,11,0
2185,1,2018-01-17,2018-01-20,20,0
2185,1,2018-01-17,2018-01-21,15,0
2185,1,2018-01-17,2018-01-22,15,0
2185,1,2018-01-17,2018-01-23,9,0
2185,1,2018-01-17,2018-01-24,7,0
2195,1,2018-01-17,2018-01-15,42,0
2195,1,2018-01-17,2018-01-17,7,0
2195,1,2018-01-17,2018-01-18,6,0
2195,1,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-15,5,0
2199,0,2018-01-17,2018-01-15,5,0
2199,0,2018-01-17,2018-01-15,5,0
2199,0,2018-01-17,2018-01-15,5,0
2199,0,2018-01-17,2018-01-15,5,0
2199,0,2018-01-17,2018-01-15,5,0
2199,0,2018-01-17,2018-01-15,5,0
2199,0,2018-01-17,2018-01-15,5,0
2199,0,2018-01-17,2018-01-16,14,0
2199,0,2018-01-17,2018-01-16,14,0
2199,0,2018-01-17,2018-01-16,14,0
2199,0,2018-01-17,2018-01-16,14,0
2199,0,2018-01-17,2018-01-16,14,0
2199,0,2018-01-17,2018-01-16,14,0
2199,0,2018-01-17,2018-01-16,14,0
2199,0,2018-01-17,2018-01-16,14,0
2199,0,2018-01-17,2018-01-17,16,9.99
2199,0,2018-01-17,2018-01-17,16,9.99
2199,0,2018-01-17,2018-01-17,16,9.99
2199,0,2018-01-17,2018-01-17,16,9.99
2199,0,2018-01-17,2018-01-17,16,9.99
2199,0,2018-01-17,2018-01-17,16,9.99
2199,0,2018-01-17,2018-01-17,16,9.99
2199,0,2018-01-17,2018-01-17,16,9.99
2199,0,2018-01-17,2018-01-18,17,0
2199,0,2018-01-17,2018-01-18,17,0
2199,0,2018-01-17,2018-01-18,17,0
2199,0,2018-01-17,2018-01-18,17,0
2199,0,2018-01-17,2018-01-18,17,0
2199,0,2018-01-17,2018-01-18,17,0
2199,0,2018-01-17,2018-01-18,17,0
2199,0,2018-01-17,2018-01-18,17,0
2199,0,2018-01-17,2018-01-19,16,0
2199,0,2018-01-17,2018-01-19,16,0
2199,0,2018-01-17,2018-01-19,16,0
2199,0,2018-01-17,2018-01-19,16,0
2199,0,2018-01-17,2018-01-19,16,0
2199,0,2018-01-17,2018-01-19,16,0
2199,0,2018-01-17,2018-01-19,16,0
2199,0,2018-01-17,2018-01-19,16,0
2199,0,2018-01-17,2018-01-20,32,9.99
2199,0,2018-01-17,2018-01-20,32,9.99
2199,0,2018-01-17,2018-01-20,32,9.99
2199,0,2018-01-17,2018-01-20,32,9.99
2199,0,2018-01-17,2018-01-20,32,9.99
2199,0,2018-01-17,2018-01-20,32,9.99
2199,0,2018-01-17,2018-01-20,32,9.99
2199,0,2018-01-17,2018-01-20,32,9.99
2199,0,2018-01-17,2018-01-21,26,0
2199,0,2018-01-17,2018-01-21,26,0
2199,0,2018-01-17,2018-01-21,26,0
2199,0,2018-01-17,2018-01-21,26,0
2199,0,2018-01-17,2018-01-21,26,0
2199,0,2018-01-17,2018-01-21,26,0
2199,0,2018-01-17,2018-01-21,26,0
2199,0,2018-01-17,2018-01-21,26,0
2199,0,2018-01-17,2018-01-22,4,0
2199,0,2018-01-17,2018-01-22,4,0
2199,0,2018-01-17,2018-01-22,4,0
2199,0,2018-01-17,2018-01-22,4,0
2199,0,2018-01-17,2018-01-22,4,0
2199,0,2018-01-17,2018-01-22,4,0
2199,0,2018-01-17,2018-01-22,4,0
2199,0,2018-01-17,2018-01-22,4,0
2199,0,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-23,0,0
2199,0,2018-01-17,2018-01-24,12,9.99
2199,0,2018-01-17,2018-01-24,12,9.99
2199,0,2018-01-17,2018-01-24,12,9.99
2199,0,2018-01-17,2018-01-24,12,9.99
2199,0,2018-01-17,2018-01-24,12,9.99
2199,0,2018-01-17,2018-01-24,12,9.99
2199,0,2018-01-17,2018-01-24,12,9.99
2199,0,2018-01-17,2018-01-24,12,9.99
2209,0,2018-01-21,2018-01-21,5,0
2210,0,2018-01-17,2018-01-15,14,0
2210,0,2018-01-17,2018-01-16,9,0
2210,0,2018-01-17,2018-01-17,9,0
2210,0,2018-01-17,2018-01-18,13,0
2210,0,2018-01-17,2018-01-20,27,0
2210,0,2018-01-17,2018-01-21,26,0
2210,0,2018-01-17,2018-01-22,20,0
2210,0,2018-01-17,2018-01-23,22,0
2210,0,2018-01-17,2018-01-24,13,0
2219,0,2018-01-22,2018-01-22,12,0
2219,0,2018-01-22,2018-01-23,17,0
2219,0,2018-01-22,2018-01-24,0,0
2222,0,2018-01-17,2018-01-15,17,0
2222,0,2018-01-17,2018-01-16,5,0
2222,0,2018-01-17,2018-01-17,10,0
2222,0,2018-01-17,2018-01-18,5,0
2222,0,2018-01-17,2018-01-19,11,0
2222,0,2018-01-17,2018-01-20,7,0
2222,0,2018-01-17,2018-01-21,5,0
2229,0,2018-01-17,2018-01-15,10,0
2229,0,2018-01-17,2018-01-16,9,0
2229,0,2018-01-17,2018-01-17,15,0
2229,0,2018-01-17,2018-01-18,22,0
2229,0,2018-01-17,2018-01-19,24,0
2229,0,2018-01-17,2018-01-20,17,0
2229,0,2018-01-17,2018-01-21,19,0
2229,0,2018-01-17,2018-01-22,22,0
2229,0,2018-01-17,2018-01-23,19,0
2229,0,2018-01-17,2018-01-24,20,0
2239,1,2018-01-21,2018-01-21,3,0
2239,1,2018-01-21,2018-01-24,0,0
2241,1,2018-01-17,2018-01-17,9,0
2241,1,2018-01-17,2018-01-18,1,0
2241,1,2018-01-17,2018-01-19,1,0
2244,0,2018-01-17,2018-01-15,10,0
2244,0,2018-01-17,2018-01-16,33,0
2244,0,2018-01-17,2018-01-17,7,0
2244,0,2018-01-17,2018-01-18,16,0
2244,0,2018-01-17,2018-01-19,20,0
2244,0,2018-01-17,2018-01-20,28,0
2244,0,2018-01-17,2018-01-21,1,0
2244,0,2018-01-17,2018-01-22,16,0
2244,0,2018-01-17,2018-01-23,5,0
2244,0,2018-01-17,2018-01-24,14,0
2254,0,2018-01-17,2018-01-15,16,0
2254,0,2018-01-17,2018-01-16,14,0
2254,0,2018-01-17,2018-01-17,14,0
2254,0,2018-01-17,2018-01-18,16,0
2254,0,2018-01-17,2018-01-19,9,0
2254,0,2018-01-17,2018-01-20,37,0
2254,0,2018-01-17,2018-01-21,28,0
2254,0,2018-01-17,2018-01-22,21,0
2254,0,2018-01-17,2018-01-23,19,0
2254,0,2018-01-17,2018-01-24,14,0
2264,1,2018-01-23,2018-01-23,22,0
2264,1,2018-01-23,2018-01-24,0,0
2266,0,2018-01-20,2018-01-20,6,0
2266,0,2018-01-20,2018-01-21,31,0
2266,0,2018-01-20,2018-01-22,25,0
2269,1,2018-01-23,2018-01-23,18,0
2270,1,2018-01-17,2018-01-15,10,0
2270,1,2018-01-17,2018-01-16,13,0
2270,1,2018-01-17,2018-01-17,24,0
2270,1,2018-01-17,2018-01-18,40,0
2270,1,2018-01-17,2018-01-19,26,0
2270,1,2018-01-17,2018-01-20,27,0
2270,1,2018-01-17,2018-01-21,12,0
2270,1,2018-01-17,2018-01-22,29,0
2270,1,2018-01-17,2018-01-23,18,0
2270,1,2018-01-17,2018-01-24,27,0
2280,0,2018-01-18,2018-01-18,23,0
2281,1,2018-01-17,2018-01-15,19,0
2281,1,2018-01-17,2018-01-16,17,0
2281,1,2018-01-17,2018-01-17,28,0
2281,1,2018-01-17,2018-01-18,25,0
2281,1,2018-01-17,2018-01-19,19,0
2281,1,2018-01-17,2018-01-20,14,0
2281,1,2018-01-17,2018-01-21,22,0
2281,1,2018-01-17,2018-01-22,23,0
2281,1,2018-01-17,2018-01-23,10,0
2281,1,2018-01-17,2018-01-24,24,0
2291,1,2018-01-18,2018-01-16,11,0
2291,1,2018-01-18,2018-01-17,10,0
2291,1,2018-01-18,2018-01-18,11,0
2291,1,2018-01-18,2018-01-19,7,0
2291,1,2018-01-18,2018-01-20,20,0
2291,1,2018-01-18,2018-01-21,20,0
2291,1,2018-01-18,2018-01-22,14,0
2291,1,2018-01-18,2018-01-23,13,0
2291,1,2018-01-18,2018-01-24,7,0
2300,0,2018-01-19,2018-01-19,5,0
2301,1,2018-01-17,2018-01-16,5,0
2301,1,2018-01-17,2018-01-17,5,0
2301,1,2018-01-17,2018-01-18,5,0
2301,1,2018-01-17,2018-01-19,5,0
2301,1,2018-01-17,2018-01-20,5,0
2301,1,2018-01-17,2018-01-21,6,0
2301,1,2018-01-17,2018-01-22,5,0
2301,1,2018-01-17,2018-01-23,5,0
2301,1,2018-01-17,2018-01-24,5,0
2310,1,2018-01-17,2018-01-17,18,0
2311,0,2018-01-18,2018-01-17,5,0
2311,0,2018-01-18,2018-01-18,2,0
2311,0,2018-01-18,2018-01-20,5,0
2311,0,2018-01-18,2018-01-22,4,0
2311,0,2018-01-18,2018-01-23,0,0
2311,0,2018-01-18,2018-01-24,0,0
2317,0,2018-01-17,2018-01-15,14,0
2317,0,2018-01-17,2018-01-16,11,0
2317,0,2018-01-17,2018-01-17,15,0
2317,0,2018-01-17,2018-01-18,29,0
2317,0,2018-01-17,2018-01-19,5,0
2317,0,2018-01-17,2018-01-21,13,0
2317,0,2018-01-17,2018-01-22,11,0
